name,ra,dec,redshift,survey,g_0.5,g_0.5_err,g_0.5_flux,g_0.5_flux_err,g_zeropoint,r_0.5,r_0.5_err,r_0.5_flux,r_0.5_flux_err,r_zeropoint,i_0.5,i_0.5_err,i_0.5_flux,i_0.5_flux_err,i_zeropoint,z_0.5,z_0.5_err,z_0.5_flux,z_0.5_flux_err,z_zeropoint,y_0.5,y_0.5_err,y_0.5_flux,y_0.5_flux_err,y_zeropoint
SN2009dc,237.8005,25.70778,0.021391,PS1,22.909650247805853,0.1645627709980403,6.857090808648997,0.8521526114913658,25.0,22.698809348477635,0.1319123422653596,8.326764090100399,0.8781109265801526,25.0,22.49046238717024,0.13211046718150507,10.088231626985177,1.1053300032079807,25.0,23.800767342987964,1.08149212272598,3.0178181265594892,2.7671148653905155,25.0,22.786730002060672,0.8620060072562712,7.679058907846974,5.689360914044222,25.0
