name,ra,dec,redshift,survey,J_0.5,J_0.5_err,J_0.5_flux,J_0.5_flux_err,J_zeropoint,H_0.5,H_0.5_err,H_0.5_flux,H_0.5_flux_err,H_zeropoint,Ks_0.5,Ks_0.5_err,Ks_0.5_flux,Ks_0.5_flux_err,Ks_zeropoint
SN2009dc,237.8005,25.70778,0.021391,2MASS,19.62005930265969,2.59686100660206,3.5557914304170986,8.132436285966337,20.9974,,2.8866733294803626,-4.455742992862736,11.515333540116595,20.3623,,6.368312019171656,-2.209582692536031,12.714083598746926,20.0843
