name,ra,dec,redshift,survey,Z_0.5,Z_0.5_err,Z_0.5_flux,Z_0.5_flux_err,Z_zeropoint,Y_0.5,Y_0.5_err,Y_0.5_flux,Y_0.5_flux_err,Y_zeropoint,J_0.5,J_0.5_err,J_0.5_flux,J_0.5_flux_err,J_zeropoint,H_0.5,H_0.5_err,H_0.5_flux,H_0.5_flux_err,H_zeropoint,K_0.5,K_0.5_err,K_0.5_flux,K_0.5_flux_err,K_zeropoint
SN2009dc,237.8005,25.70778,0.021391,UKIDSS,,,,,,15.591521825292011,0.014411077476224991,825.4319400731035,10.304209966267283,22.883225,,1.920387426204685,-16.03107005885154,27.131228938963677,24.4227,15.840993763464839,0.026937295562723836,943.3709414997206,22.742304957828726,23.2777,16.09728111238042,0.045676626086245044,396.7779735602959,16.38357958334714,22.59365
