name z ra dec
SN2007bm 0.0062 171.2596 -9.7983
time flux flux_err zp band mag_sys
54227.169 3.2392815393419363e-15 1.4917442768999096e-17 -21.820878260054094 Swope_i CSP_BD17
54229.094 3.1077687545025524e-15 1.4311804013180497e-17 -21.820878260054094 Swope_i CSP_BD17
54231.172 2.759616264953231e-15 1.779190356738261e-17 -21.820878260054094 Swope_i CSP_BD17
54235.088 2.1819696021792215e-15 1.8087014445638482e-17 -21.820878260054094 Swope_i CSP_BD17
54239.107 2.1283776804287145e-15 1.3722158013805927e-17 -21.820878260054094 Swope_i CSP_BD17
54241.081 2.214362387172504e-15 1.223701877565628e-17 -21.820878260054094 Swope_i CSP_BD17
54249.075 2.3618303331563696e-15 8.701304507691228e-18 -21.820878260054094 Swope_i CSP_BD17
54255.087 1.8199049069813095e-15 6.704777455171006e-18 -21.820878260054094 Swope_i CSP_BD17
54259.055 1.3754623147347144e-15 8.867933261273066e-18 -21.820878260054094 Swope_i CSP_BD17
54227.159 8.633248959907914e-15 2.3854548431028376e-17 -20.78356433753004 Swope_g CSP_BD17
54229.08 8.161580432998859e-15 3.0068373504472095e-17 -20.78356433753004 Swope_g CSP_BD17
54231.162 7.402429245765412e-15 2.7271557173188153e-17 -20.78356433753004 Swope_g CSP_BD17
54239.098 4.105577598053128e-15 1.8906883550814864e-17 -20.78356433753004 Swope_g CSP_BD17
54241.0785 3.371641375924069e-15 4.543101972013752e-18 -20.78356433753004 Swope_g CSP_BD17
54249.061 1.684900522580587e-15 1.2414805844710199e-17 -20.78356433753004 Swope_g CSP_BD17
54255.077 1.1019814018556627e-15 6.089774276806873e-18 -20.78356433753004 Swope_g CSP_BD17
54259.046 9.123768662231308e-16 6.7226411883456125e-18 -20.78356433753004 Swope_g CSP_BD17
54229.09 7.118740293277337e-15 2.622640844831433e-17 -21.373992126891217 Swope_r CSP_BD17
54231.167 6.474453994381175e-15 3.577915500657084e-17 -21.373992126891217 Swope_r CSP_BD17
54239.102 4.261898958868638e-15 1.9626770021075538e-17 -21.373992126891217 Swope_r CSP_BD17
54241.076 4.036483199728911e-15 2.2306430505160073e-17 -21.373992126891217 Swope_r CSP_BD17
54249.069 3.2809767227233665e-15 1.2087564947525252e-17 -21.373992126891217 Swope_r CSP_BD17
54255.083 2.2677916361745494e-15 8.354853144755349e-18 -21.373992126891217 Swope_r CSP_BD17
54259.051 1.7766551913964306e-15 1.3090879229119691e-17 -21.373992126891217 Swope_r CSP_BD17
