name,ra,dec,redshift,survey,FUV_0.5,FUV_0.5_err,FUV_0.5_flux,FUV_0.5_flux_err,FUV_zeropoint,NUV_0.5,NUV_0.5_err,NUV_0.5_flux,NUV_0.5_flux_err,NUV_zeropoint
SN2006gz,272.60971,30.99567,0.02363,GALEX,25.01693082682997,2.1745352789568706,0.0033206849148745485,0.004448052158117905,18.82,23.028805362659376,0.5607656759796001,0.06614208101859671,0.022974885579660168,20.08
