name,ra,dec,redshift,survey,g_0.5,g_0.5_err,g_0.5_flux,g_0.5_flux_err,g_zeropoint,r_0.5,r_0.5_err,r_0.5_flux,r_0.5_flux_err,r_zeropoint,i_0.5,i_0.5_err,i_0.5_flux,i_0.5_flux_err,i_zeropoint,z_0.5,z_0.5_err,z_0.5_flux,z_0.5_flux_err,z_zeropoint,y_0.5,y_0.5_err,y_0.5_flux,y_0.5_flux_err,y_zeropoint
SN2006gz,272.60971,30.99567,0.02363,PS1,22.144007628394064,0.06259125952120376,13.88023914262266,0.6685618419231761,25.0,22.040819991223284,0.08648585297756728,15.264128150551596,1.0696429931454554,25.0,22.037282255759674,0.07064893817685233,15.313945518455432,0.906257977926596,25.0,21.947992609407347,0.16047364878706138,16.62658114547837,2.2799657941453617,25.0,21.703376359211433,0.30472380816711064,20.82809051235195,5.490969400829738,25.0
