name,ra,dec,redshift,survey,J_0.5,J_0.5_err,J_0.5_flux,J_0.5_flux_err,J_zeropoint,H_0.5,H_0.5_err,H_0.5_flux,H_0.5_flux_err,H_zeropoint,Ks_0.5,Ks_0.5_err,Ks_0.5_flux,Ks_0.5_flux_err,Ks_zeropoint
SN2006gz,272.60971,30.99567,0.02363,2MASS,21.41737053634325,10.993512575261095,0.6594954224541992,6.4125043691277614,20.9654,20.376048439013374,9.662049233668606,1.318683658721534,11.437646475227615,20.6764,,8.61341018116521,-1.3320007925589266,10.385312117962549,20.04
